_id,flight._id,flight.FlightID,flight.Airline,flight.ScheduledDeparture,flight.ActualDeparture,flight.Gate,flight.DelayMinutes,flight.DeparturePlace,flight.DestinationPlace,baggage[0]._id,baggage[1]._id,baggage[2]._id,baggage[3]._id,baggage[4]._id,baggage[5]._id,baggage[6]._id,baggage[7]._id,baggage[8]._id,baggage[9]._id,baggage[10]._id,baggage[11]._id,baggage[12]._id,baggage[13]._id,baggage[14]._id,baggage[15]._id,baggage[0].BagID,baggage[1].BagID,baggage[2].BagID,baggage[3].BagID,baggage[4].BagID,baggage[5].BagID,baggage[6].BagID,baggage[7].BagID,baggage[8].BagID,baggage[9].BagID,baggage[10].BagID,baggage[11].BagID,baggage[12].BagID,baggage[13].BagID,baggage[14].BagID,baggage[15].BagID,baggage[0].PassengerID,baggage[1].PassengerID,baggage[2].PassengerID,baggage[3].PassengerID,baggage[4].PassengerID,baggage[5].PassengerID,baggage[6].PassengerID,baggage[7].PassengerID,baggage[8].PassengerID,baggage[9].PassengerID,baggage[10].PassengerID,baggage[11].PassengerID,baggage[12].PassengerID,baggage[13].PassengerID,baggage[14].PassengerID,baggage[15].PassengerID,baggage[0].FlightID,baggage[1].FlightID,baggage[2].FlightID,baggage[3].FlightID,baggage[4].FlightID,baggage[5].FlightID,baggage[6].FlightID,baggage[7].FlightID,baggage[8].FlightID,baggage[9].FlightID,baggage[10].FlightID,baggage[11].FlightID,baggage[12].FlightID,baggage[13].FlightID,baggage[14].FlightID,baggage[15].FlightID,baggage[0].LoadStatus,baggage[1].LoadStatus,baggage[2].LoadStatus,baggage[3].LoadStatus,baggage[4].LoadStatus,baggage[5].LoadStatus,baggage[6].LoadStatus,baggage[7].LoadStatus,baggage[8].LoadStatus,baggage[9].LoadStatus,baggage[10].LoadStatus,baggage[11].LoadStatus,baggage[12].LoadStatus,baggage[13].LoadStatus,baggage[14].LoadStatus,baggage[15].LoadStatus,last_updated,passengers[0]._id,passengers[1]._id,passengers[2]._id,passengers[3]._id,passengers[4]._id,passengers[5]._id,passengers[6]._id,passengers[7]._id,passengers[0].PassengerID,passengers[1].PassengerID,passengers[2].PassengerID,passengers[3].PassengerID,passengers[4].PassengerID,passengers[5].PassengerID,passengers[6].PassengerID,passengers[7].PassengerID,passengers[0].FlightID,passengers[1].FlightID,passengers[2].FlightID,passengers[3].FlightID,passengers[4].FlightID,passengers[5].FlightID,passengers[6].FlightID,passengers[7].FlightID,passengers[0].CheckInTime,passengers[1].CheckInTime,passengers[2].CheckInTime,passengers[3].CheckInTime,passengers[4].CheckInTime,passengers[5].CheckInTime,passengers[6].CheckInTime,passengers[7].CheckInTime,passengers[0].BoardingPassIssued,passengers[1].BoardingPassIssued,passengers[2].BoardingPassIssued,passengers[3].BoardingPassIssued,passengers[4].BoardingPassIssued,passengers[5].BoardingPassIssued,passengers[6].BoardingPassIssued,passengers[7].BoardingPassIssued,passengers[0].Gate,passengers[1].Gate,passengers[2].Gate,passengers[3].Gate,passengers[4].Gate,passengers[5].Gate,passengers[6].Gate,passengers[7].Gate
68bdee9b245a927ffb268fa0,68bb1be5f209a8b6c3314bbc,FL1221,Lufthansa,2025-09-01 19:30:00,2025-09-01 20:00:00,G10,30,Dubai,Zurich,68bb1d98f209a8b6c3314f1e,68bb1df0f209a8b6c3314fce,68bdee9a6d2564f9a09da3e0,68bdeebf6d2564f9a09da5ee,,,,,,,,,,,,,BAG1087,BAG1263,BAG1087,BAG1263,,,,,,,,,,,,,PAX1226,PAX1226,PAX1226,PAX1226,,,,,,,,,,,,,FL1221,FL1221,FL1221,FL1221,,,,,,,,,,,,,Loaded,Loaded,Loaded,Loaded,,,,,,,,,,,,,2025-09-08 02:14:47,68bb1ce3f209a8b6c3314db5,68bdeeb86d2564f9a09da592,,,,,,,PAX1226,PAX1226,,,,,,,FL1221,FL1221,,,,,,,2025-09-01 17:21:00,2025-09-01 17:21:00,,,,,,,true,true,,,,,,,G10,G10,,,,,,
68bdee9b245a927ffb268fa1,68bb1ba0f209a8b6c3314b32,FL1083,Turkish Airlines,2025-08-29 22:30:00,2025-08-29 23:30:00,G16,60,Dubai,Istanbul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-08 02:14:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68bdee9b245a927ffb268fa2,68bb1bc2f209a8b6c3314b76,FL1151,Air India,2025-08-31 08:30:00,2025-08-31 09:30:00,G14,60,Dubai,New York,68bb1d99f209a8b6c3314f20,68bb1df1f209a8b6c3314fcf,68bdee9b6d2564f9a09da3e6,68bdeebf6d2564f9a09da5f1,,,,,,,,,,,,,BAG1089,BAG1264,BAG1089,BAG1264,,,,,,,,,,,,,PAX1330,PAX1330,PAX1330,PAX1330,,,,,,,,,,,,,FL1151,FL1151,FL1151,FL1151,,,,,,,,,,,,,Loaded,Loaded,Loaded,Loaded,,,,,,,,,,,,,2025-09-08 02:15:15,68bb1d17f209a8b6c3314e1d,68bb1d37f209a8b6c3314e5e,68bdeece6d2564f9a09da6c8,68bdeedb6d2564f9a09da788,,,,,PAX1330,PAX1395,PAX1330,PAX1395,,,,,FL1151,FL1151,FL1151,FL1151,,,,,2025-08-31 05:58:00,2025-08-31 05:48:00,2025-08-31 05:58:00,2025-08-31 05:48:00,,,,,false,true,false,true,,,,,G14,G14,G14,G14,,,,
68bdee9c245a927ffb268fa3,68bb1bc7f209a8b6c3314b80,FL1161,British Airways,2025-08-31 13:30:00,2025-08-31 14:10:00,G13,40,Dubai,Delhi,68bb1dd3f209a8b6c3314f94,68bb1e12f209a8b6c3315012,68bb1e55f209a8b6c3315096,68bdeeb26d2564f9a09da53e,68bdeecd6d2564f9a09da6bd,68bdeee86d2564f9a09da852,,,,,,,,,,,BAG1205,BAG1331,BAG1463,BAG1205,BAG1331,BAG1463,,,,,,,,,,,PAX1085,PAX1355,PAX1355,PAX1085,PAX1355,PAX1355,,,,,,,,,,,FL1161,FL1161,FL1161,FL1161,FL1161,FL1161,,,,,,,,,,,Missing,Loaded,Missing,Missing,Loaded,Missing,,,,,,,,,,,2025-09-08 02:15:29,68bb1c9cf209a8b6c3314d28,68bb1d23f209a8b6c3314e36,68bdee9b6d2564f9a09da3e8,68bdeed36d2564f9a09da712,,,,,PAX1085,PAX1355,PAX1085,PAX1355,,,,,FL1161,FL1161,FL1161,FL1161,,,,,2025-08-31 10:55:00,2025-08-31 11:23:00,2025-08-31 10:55:00,2025-08-31 11:23:00,,,,,false,false,false,false,,,,,G13,G13,G13,G13,,,,
68bdee9c245a927ffb268fa4,68bb1c67f209a8b6c3314cbf,FL1480,Emirates,2025-09-07 05:00:00,2025-09-07 05:20:00,G18,20,Dubai,Delhi,68bb1d9af209a8b6c3314f21,68bb1da0f209a8b6c3314f2d,68bdee9b6d2564f9a09da3ea,68bdee9e6d2564f9a09da40c,,,,,,,,,,,,,BAG1090,BAG1102,BAG1090,BAG1102,,,,,,,,,,,,,PAX1259,PAX1259,PAX1259,PAX1259,,,,,,,,,,,,,FL1480,FL1480,FL1480,FL1480,,,,,,,,,,,,,Missing,Loaded,Missing,Loaded,,,,,,,,,,,,,2025-09-08 02:15:32,68bb1cf3f209a8b6c3314dd6,68bdeebf6d2564f9a09da5f3,,,,,,,PAX1259,PAX1259,,,,,,,FL1480,FL1480,,,,,,,2025-09-07 04:11:00,2025-09-07 04:11:00,,,,,,,true,true,,,,,,,G18,G18,,,,,,
68bdee9c245a927ffb268fa5,68bb1ba1f209a8b6c3314b34,FL1085,Emirates,2025-08-29 23:30:00,2025-08-29 23:45:00,G7,15,Dubai,Frankfurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-08 02:14:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68bdee9c245a927ffb268fa6,68bb1ba1f209a8b6c3314b35,FL1086,Singapore Airlines,2025-08-30 00:00:00,2025-08-30 00:25:00,G17,25,Dubai,Sydney,68bb1de0f209a8b6c3314fad,68bb1e51f209a8b6c331508e,68bdeeb86d2564f9a09da589,68bdeee76d2564f9a09da83a,,,,,,,,,,,,,BAG1230,BAG1455,BAG1230,BAG1455,,,,,,,,,,,,,PAX1359,PAX1442,PAX1359,PAX1442,,,,,,,,,,,,,FL1086,FL1086,FL1086,FL1086,,,,,,,,,,,,,Missing,Missing,Missing,Missing,,,,,,,,,,,,,2025-09-08 02:15:27,68bb1d25f209a8b6c3314e3a,68bb1d4ff209a8b6c3314e8d,68bdeed36d2564f9a09da71d,68bdeee46d2564f9a09da813,,,,,PAX1359,PAX1442,PAX1359,PAX1442,,,,,FL1086,FL1086,FL1086,FL1086,,,,,2025-08-29 21:21:00,2025-08-29 23:04:00,2025-08-29 21:21:00,2025-08-29 23:04:00,,,,,true,true,true,true,,,,,G17,G17,G17,G17,,,,
68bdee9c245a927ffb268fa7,68bb1c1ff209a8b6c3314c30,FL1337,British Airways,2025-09-04 05:30:00,2025-09-04 05:55:00,G11,25,Dubai,Los Angeles,68bb1d9bf209a8b6c3314f23,68bb1e14f209a8b6c3315016,68bb1e1ff209a8b6c331502b,68bb1e27f209a8b6c331503c,68bb1e5ff209a8b6c33150ab,68bdee9b6d2564f9a09da3ee,68bdeece6d2564f9a09da6c9,68bdeed26d2564f9a09da708,68bdeed56d2564f9a09da73c,68bdeeed6d2564f9a09da890,,,,,,,BAG1092,BAG1335,BAG1356,BAG1373,BAG1484,BAG1092,BAG1335,BAG1356,BAG1373,BAG1484,,,,,,,PAX1341,PAX1341,PAX1341,PAX1265,PAX1341,PAX1341,PAX1341,PAX1341,PAX1265,PAX1341,,,,,,,FL1337,FL1337,FL1337,FL1337,FL1337,FL1337,FL1337,FL1337,FL1337,FL1337,,,,,,,Not Loaded,Loaded,Not Loaded,Missing,Missing,Not Loaded,Loaded,Not Loaded,Missing,Missing,,,,,,,2025-09-08 02:15:33,68bb1caaf209a8b6c3314d44,68bb1cf6f209a8b6c3314ddc,68bb1d1cf209a8b6c3314e28,68bdeea16d2564f9a09da43f,68bdeec06d2564f9a09da606,68bdeed06d2564f9a09da6e7,,,PAX1113,PAX1265,PAX1341,PAX1113,PAX1265,PAX1341,,,FL1337,FL1337,FL1337,FL1337,FL1337,FL1337,,,2025-09-04 03:06:00,2025-09-04 03:04:00,2025-09-04 02:46:00,2025-09-04 03:06:00,2025-09-04 03:04:00,2025-09-04 02:46:00,,,false,true,true,false,true,true,,,G11,G11,G11,G11,G11,G11,,
68bdee9c245a927ffb268fa8,68bb1ba2f209a8b6c3314b36,FL1087,Etihad,2025-08-30 00:30:00,2025-08-30 01:00:00,G3,30,Dubai,Cape Town,68bb1db6f209a8b6c3314f59,68bdeea66d2564f9a09da48d,,,,,,,,,,,,,,,BAG1146,BAG1146,,,,,,,,,,,,,,,PAX1185,PAX1185,,,,,,,,,,,,,,,FL1087,FL1087,,,,,,,,,,,,,,,Not Loaded,Not Loaded,,,,,,,,,,,,,,,2025-09-08 02:14:32,68bb1ccef209a8b6c3314d8c,68bdeeb06d2564f9a09da519,,,,,,,PAX1185,PAX1185,,,,,,,FL1087,FL1087,,,,,,,2025-08-29 23:15:00,2025-08-29 23:15:00,,,,,,,false,false,,,,,,,G3,G3,,,,,,
68bdee9c245a927ffb268fa9,68bb1be0f209a8b6c3314bb2,FL1211,Air India,2025-09-01 14:30:00,2025-09-01 15:10:00,G16,40,Dubai,Amsterdam,68bb1d9bf209a8b6c3314f24,68bb1e34f209a8b6c3315055,68bdee9c6d2564f9a09da3f1,68bdeedb6d2564f9a09da78b,,,,,,,,,,,,,BAG1093,BAG1398,BAG1093,BAG1398,,,,,,,,,,,,,PAX1246,PAX1246,PAX1246,PAX1246,,,,,,,,,,,,,FL1211,FL1211,FL1211,FL1211,,,,,,,,,,,,,Not Loaded,Loaded,Not Loaded,Loaded,,,,,,,,,,,,,2025-09-08 02:15:15,68bb1cedf209a8b6c3314dc9,68bdeebc6d2564f9a09da5cc,,,,,,,PAX1246,PAX1246,,,,,,,FL1211,FL1211,,,,,,,2025-09-01 12:47:00,2025-09-01 12:47:00,,,,,,,true,true,,,,,,,G16,G16,,,,,,
68bdee9c245a927ffb268faa,68bb1be4f209a8b6c3314bba,FL1219,Lufthansa,2025-09-01 18:30:00,2025-09-01 18:30:00,G6,0,Dubai,London,68bb1d9cf209a8b6c3314f25,68bdee9c6d2564f9a09da3f4,,,,,,,,,,,,,,,BAG1094,BAG1094,,,,,,,,,,,,,,,PAX1233,PAX1233,,,,,,,,,,,,,,,FL1219,FL1219,,,,,,,,,,,,,,,Not Loaded,Not Loaded,,,,,,,,,,,,,,,2025-09-08 02:14:42,68bb1ce6f209a8b6c3314dbc,68bdeeba6d2564f9a09da5a7,,,,,,,PAX1233,PAX1233,,,,,,,FL1219,FL1219,,,,,,,2025-09-01 16:23:00,2025-09-01 16:23:00,,,,,,,true,true,,,,,,,G6,G6,,,,,,
68bdee9c245a927ffb268fab,68bb1bf5f209a8b6c3314bdd,FL1254,Emirates,2025-09-02 12:00:00,2025-09-02 12:40:00,G3,40,Dubai,Sydney,68bb1dc8f209a8b6c3314f7d,68bb1dfef209a8b6c3314fe9,68bb1e39f209a8b6c331505f,68bdeeae6d2564f9a09da4f9,68bdeec46d2564f9a09da63e,68bdeedd6d2564f9a09da7a8,,,,,,,,,,,BAG1182,BAG1290,BAG1408,BAG1182,BAG1290,BAG1408,,,,,,,,,,,PAX1089,PAX1089,PAX1089,PAX1089,PAX1089,PAX1089,,,,,,,,,,,FL1254,FL1254,FL1254,FL1254,FL1254,FL1254,,,,,,,,,,,Missing,Missing,Missing,Missing,Missing,Missing,,,,,,,,,,,2025-09-08 02:15:17,68bb1c9ef209a8b6c3314d2c,68bdee9c6d2564f9a09da3f5,,,,,,,PAX1089,PAX1089,,,,,,,FL1254,FL1254,,,,,,,2025-09-02 11:29:00,2025-09-02 11:29:00,,,,,,,false,false,,,,,,,G3,G3,,,,,,
68bdee9d245a927ffb268fac,68bb1be7f209a8b6c3314bc1,FL1226,Emirates,2025-09-01 22:00:00,2025-09-01 22:15:00,G5,15,Dubai,Istanbul,68bb1e09f209a8b6c3315000,68bb1e66f209a8b6c33150b8,68bdeec96d2564f9a09da686,68bdeeef6d2564f9a09da8b6,,,,,,,,,,,,,BAG1313,BAG1497,BAG1313,BAG1497,,,,,,,,,,,,,PAX1176,PAX1176,PAX1176,PAX1176,,,,,,,,,,,,,FL1226,FL1226,FL1226,FL1226,,,,,,,,,,,,,Missing,Missing,Missing,Missing,,,,,,,,,,,,,2025-09-08 02:15:36,68bb1c9ef209a8b6c3314d2d,68bb1cc9f209a8b6c3314d83,68bdee9c6d2564f9a09da3f8,68bdeeae6d2564f9a09da4fe,,,,,PAX1090,PAX1176,PAX1090,PAX1176,,,,,FL1226,FL1226,FL1226,FL1226,,,,,2025-09-01 19:20:00,2025-09-01 20:12:00,2025-09-01 19:20:00,2025-09-01 20:12:00,,,,,true,false,true,false,,,,,G5,G5,G5,G5,,,,
68bdee9d245a927ffb268fad,68bb1c01f209a8b6c3314bf5,FL1278,Air India,2025-09-03 00:00:00,2025-09-03 00:25:00,G6,25,Dubai,Mumbai,68bb1da4f209a8b6c3314f35,68bdee9f6d2564f9a09da424,,,,,,,,,,,,,,,BAG1110,BAG1110,,,,,,,,,,,,,,,PAX1343,PAX1343,,,,,,,,,,,,,,,FL1278,FL1278,,,,,,,,,,,,,,,Not Loaded,Not Loaded,,,,,,,,,,,,,,,2025-09-08 02:15:04,68bb1c9ff209a8b6c3314d2e,68bb1d1df209a8b6c3314e2a,68bdee9c6d2564f9a09da3fb,68bdeed06d2564f9a09da6ee,,,,,PAX1091,PAX1343,PAX1091,PAX1343,,,,,FL1278,FL1278,FL1278,FL1278,,,,,2025-09-02 22:11:00,2025-09-02 21:19:00,2025-09-02 22:11:00,2025-09-02 21:19:00,,,,,true,false,true,false,,,,,G6,G6,G6,G6,,,,
68bdee9d245a927ffb268fae,68bb1bedf209a8b6c3314bcc,FL1237,Singapore Airlines,2025-09-02 03:30:00,2025-09-02 04:10:00,G4,40,Dubai,Sydney,68bb1da5f209a8b6c3314f38,68bdeea06d2564f9a09da42d,,,,,,,,,,,,,,,BAG1113,BAG1113,,,,,,,,,,,,,,,PAX1217,PAX1217,,,,,,,,,,,,,,,FL1237,FL1237,,,,,,,,,,,,,,,Missing,Missing,,,,,,,,,,,,,,,2025-09-08 02:14:43,68bb1c9ff209a8b6c3314d2f,68bb1cdef209a8b6c3314dac,68bdee9c6d2564f9a09da3fe,68bdeeb76d2564f9a09da579,,,,,PAX1092,PAX1217,PAX1092,PAX1217,,,,,FL1237,FL1237,FL1237,FL1237,,,,,2025-09-02 02:35:00,2025-09-02 00:32:00,2025-09-02 02:35:00,2025-09-02 00:32:00,,,,,true,true,true,true,,,,,G4,G4,G4,G4,,,,
68bdee9d245a927ffb268faf,68bb1c5ff209a8b6c3314caf,FL1464,Lufthansa,2025-09-06 21:00:00,2025-09-06 21:35:00,G13,35,Dubai,Amsterdam,68bb1d9df209a8b6c3314f28,68bb1db9f209a8b6c3314f5f,68bdee9c6d2564f9a09da3fd,68bdeea86d2564f9a09da49f,,,,,,,,,,,,,BAG1097,BAG1152,BAG1097,BAG1152,,,,,,,,,,,,,PAX1170,PAX1170,PAX1170,PAX1170,,,,,,,,,,,,,FL1464,FL1464,FL1464,FL1464,,,,,,,,,,,,,Not Loaded,Not Loaded,Not Loaded,Not Loaded,,,,,,,,,,,,,2025-09-08 02:15:29,68bb1cc6f209a8b6c3314d7d,68bb1cd5f209a8b6c3314d9b,68bdeead6d2564f9a09da4ec,68bdeeb36d2564f9a09da545,,,,,PAX1170,PAX1200,PAX1170,PAX1200,,,,,FL1464,FL1464,FL1464,FL1464,,,,,2025-09-06 18:08:00,2025-09-06 20:12:00,2025-09-06 18:08:00,2025-09-06 20:12:00,,,,,false,true,false,true,,,,,G13,G13,G13,G13,,,,
68bdee9d245a927ffb268fb0,68bb1ba4f209a8b6c3314b3b,FL1092,Emirates,2025-08-30 03:00:00,2025-08-30 03:40:00,G19,40,Dubai,Tokyo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-08 02:15:02,68bb1cc4f209a8b6c3314d79,68bb1d17f209a8b6c3314e1e,68bdeeac6d2564f9a09da4e0,68bdeece6d2564f9a09da6cb,,,,,PAX1166,PAX1331,PAX1166,PAX1331,,,,,FL1092,FL1092,FL1092,FL1092,,,,,2025-08-30 01:13:00,2025-08-30 00:07:00,2025-08-30 01:13:00,2025-08-30 00:07:00,,,,,false,true,false,true,,,,,G19,G19,G19,G19,,,,
68bdee9d245a927ffb268fb1,68bb1c42f209a8b6c3314c75,FL1406,Qatar Airways,2025-09-05 16:00:00,2025-09-05 16:00:00,G7,0,Dubai,Zurich,68bb1dccf209a8b6c3314f86,68bb1df5f209a8b6c3314fd7,68bb1e06f209a8b6c3314ff9,68bdeeb06d2564f9a09da514,68bdeec06d2564f9a09da608,68bdeec76d2564f9a09da670,,,,,,,,,,,BAG1191,BAG1272,BAG1306,BAG1191,BAG1272,BAG1306,,,,,,,,,,,PAX1457,PAX1093,PAX1457,PAX1457,PAX1093,PAX1457,,,,,,,,,,,FL1406,FL1406,FL1406,FL1406,FL1406,FL1406,,,,,,,,,,,Missing,Loaded,Not Loaded,Missing,Loaded,Not Loaded,,,,,,,,,,,2025-09-08 02:15:27,68bb1ca0f209a8b6c3314d30,68bb1d57f209a8b6c3314e9c,68bdee9d6d2564f9a09da400,68bdeee76d2564f9a09da83e,,,,,PAX1093,PAX1457,PAX1093,PAX1457,,,,,FL1406,FL1406,FL1406,FL1406,,,,,2025-09-05 13:22:00,2025-09-05 13:55:00,2025-09-05 13:22:00,2025-09-05 13:55:00,,,,,false,true,false,true,,,,,G7,G7,G7,G7,,,,
68bdee9d245a927ffb268fb2,68bb1ba5f209a8b6c3314b3c,FL1093,British Airways,2025-08-30 03:30:00,2025-08-30 03:55:00,G10,25,Dubai,Hong Kong,68bb1e4df209a8b6c3315087,68bdeee56d2564f9a09da824,,,,,,,,,,,,,,,BAG1448,BAG1448,,,,,,,,,,,,,,,PAX1240,PAX1240,,,,,,,,,,,,,,,FL1093,FL1093,,,,,,,,,,,,,,,Not Loaded,Not Loaded,,,,,,,,,,,,,,,2025-09-08 02:15:25,68bb1ceaf209a8b6c3314dc3,68bdeebb6d2564f9a09da5ba,,,,,,,PAX1240,PAX1240,,,,,,,FL1093,FL1093,,,,,,,2025-08-30 02:22:00,2025-08-30 02:22:00,,,,,,,false,false,,,,,,,G10,G10,,,,,,
68bdee9d245a927ffb268fb3,68bb1ba5f209a8b6c3314b3d,FL1094,Qatar Airways,2025-08-30 04:00:00,2025-08-30 04:35:00,G19,35,Dubai,Cape Town,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-08 02:14:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68bdee9e245a927ffb268fb4,68bb1c37f209a8b6c3314c5f,FL1384,Turkish Airlines,2025-09-05 05:00:00,2025-09-05 06:00:00,G2,60,Dubai,Amsterdam,68bb1d9ff209a8b6c3314f2b,68bb1dd4f209a8b6c3314f96,68bb1e3bf209a8b6c3315063,68bb1e60f209a8b6c33150ad,68bdee9d6d2564f9a09da407,68bdeeb36d2564f9a09da544,68bdeede6d2564f9a09da7b4,68bdeeed6d2564f9a09da896,,,,,,,,,BAG1100,BAG1207,BAG1412,BAG1486,BAG1100,BAG1207,BAG1412,BAG1486,,,,,,,,,PAX1371,PAX1347,PAX1371,PAX1286,PAX1371,PAX1347,PAX1371,PAX1286,,,,,,,,,FL1384,FL1384,FL1384,FL1384,FL1384,FL1384,FL1384,FL1384,,,,,,,,,Not Loaded,Missing,Not Loaded,Not Loaded,Not Loaded,Missing,Not Loaded,Not Loaded,,,,,,,,,2025-09-08 02:15:33,68bb1d01f209a8b6c3314df1,68bb1d0cf209a8b6c3314e07,68bb1d1ff209a8b6c3314e2e,68bb1d2bf209a8b6c3314e46,68bdeec56d2564f9a09da648,68bdeec96d2564f9a09da687,68bdeed16d2564f9a09da6fa,68bdeed66d2564f9a09da741,PAX1286,PAX1308,PAX1347,PAX1371,PAX1286,PAX1308,PAX1347,PAX1371,FL1384,FL1384,FL1384,FL1384,FL1384,FL1384,FL1384,FL1384,2025-09-05 02:49:00,2025-09-05 03:07:00,2025-09-05 04:09:00,2025-09-05 02:54:00,2025-09-05 02:49:00,2025-09-05 03:07:00,2025-09-05 04:09:00,2025-09-05 02:54:00,false,true,false,true,false,true,false,true,G2,G2,G2,G2,G2,G2,G2,G2
68bdee9e245a927ffb268fb5,68bb1ba6f209a8b6c3314b3e,FL1095,British Airways,2025-08-30 04:30:00,2025-08-30 05:10:00,G8,40,Dubai,Bangkok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-08 02:15:03,68bb1d1bf209a8b6c3314e25,68bdeecf6d2564f9a09da6df,,,,,,,PAX1338,PAX1338,,,,,,,FL1095,FL1095,,,,,,,2025-08-30 01:30:00,2025-08-30 01:30:00,,,,,,,true,true,,,,,,,G8,G8,,,,,,
68bdee9e245a927ffb268fb6,68bb1c6cf209a8b6c3314cc9,FL1490,Lufthansa,2025-09-07 10:00:00,2025-09-07 10:40:00,G17,40,Dubai,Amsterdam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-08 02:15:34,68bb1ca2f209a8b6c3314d34,68bdee9e6d2564f9a09da40d,,,,,,,PAX1097,PAX1097,,,,,,,FL1490,FL1490,,,,,,,2025-09-07 09:29:00,2025-09-07 09:29:00,,,,,,,true,true,,,,,,,G17,G17,,,,,,
68bdee9e245a927ffb268fb7,68bb1ba7f209a8b6c3314b40,FL1097,Turkish Airlines,2025-08-30 05:30:00,2025-08-30 05:45:00,G10,15,Dubai,Delhi,68bb1dfbf209a8b6c3314fe3,68bdeec36d2564f9a09da62b,,,,,,,,,,,,,,,BAG1284,BAG1284,,,,,,,,,,,,,,,PAX1337,PAX1337,,,,,,,,,,,,,,,FL1097,FL1097,,,,,,,,,,,,,,,Not Loaded,Not Loaded,,,,,,,,,,,,,,,2025-09-08 02:15:03,68bb1d1af209a8b6c3314e24,68bdeecf6d2564f9a09da6dc,,,,,,,PAX1337,PAX1337,,,,,,,FL1097,FL1097,,,,,,,2025-08-30 03:16:00,2025-08-30 03:16:00,,,,,,,true,true,,,,,,,G10,G10,,,,,,
68bdee9e245a927ffb268fb8,68bb1ba7f209a8b6c3314b41,FL1098,Singapore Airlines,2025-08-30 06:00:00,2025-08-30 06:20:00,G17,20,Dubai,Los Angeles,68bb1e47f209a8b6c331507b,68bdeee36d2564f9a09da7ff,,,,,,,,,,,,,,,BAG1436,BAG1436,,,,,,,,,,,,,,,PAX1204,PAX1204,,,,,,,,,,,,,,,FL1098,FL1098,,,,,,,,,,,,,,,Loaded,Loaded,,,,,,,,,,,,,,,2025-09-08 02:15:23,68bb1ca8f209a8b6c3314d41,68bb1cd7f209a8b6c3314d9f,68bdeea06d2564f9a09da435,68bdeeb46d2564f9a09da552,,,,,PAX1110,PAX1204,PAX1110,PAX1204,,,,,FL1098,FL1098,FL1098,FL1098,,,,,2025-08-30 04:31:00,2025-08-30 04:10:00,2025-08-30 04:31:00,2025-08-30 04:10:00,,,,,true,false,true,false,,,,,G17,G17,G17,G17,,,,
68bdee9e245a927ffb268fb9,68bb1be4f209a8b6c3314bbb,FL1220,Turkish Airlines,2025-09-01 19:00:00,2025-09-01 19:10:00,G16,10,Dubai,Singapore,68bb1dbbf209a8b6c3314f63,68bb1dd0f209a8b6c3314f8d,68bdeea86d2564f9a09da4ac,68bdeeb16d2564f9a09da52b,,,,,,,,,,,,,BAG1156,BAG1198,BAG1156,BAG1198,,,,,,,,,,,,,PAX1098,PAX1098,PAX1098,PAX1098,,,,,,,,,,,,,FL1220,FL1220,FL1220,FL1220,,,,,,,,,,,,,Loaded,Not Loaded,Loaded,Not Loaded,,,,,,,,,,,,,2025-09-08 02:14:39,68bb1ca2f209a8b6c3314d35,68bb1cbff209a8b6c3314d6e,68bdee9e6d2564f9a09da410,68bdeeaa6d2564f9a09da4bf,,,,,PAX1098,PAX1155,PAX1098,PAX1155,,,,,FL1220,FL1220,FL1220,FL1220,,,,,2025-09-01 16:07:00,2025-09-01 18:21:00,2025-09-01 16:07:00,2025-09-01 18:21:00,,,,,false,true,false,true,,,,,G16,G16,G16,G16,,,,
