OrderID,RiderID,StoreID,ItemID,DispatchLocation,DeliveryLocation,OrderTime,ExpectedDeliveryTime,ActualDeliveryTime
O378,R42,S17,Juice,"Janakpuri, Delhi",Rajouri Garden,2025-09-05 11:45:24,2025-09-05 12:34:24,2025-09-05 12:36:24
O379,R24,S1,Salt,"Janakpuri, Delhi",Najafgarh,2025-09-06 10:45:24,2025-09-06 11:19:24,2025-09-06 11:22:24
O380,R51,S20,Milk,"Janakpuri, Delhi",Rajouri Garden,2025-09-01 14:45:24,2025-09-01 15:33:24,2025-09-01 15:53:24
O381,R73,S5,Bread,"Janakpuri, Delhi",Karol Bagh,2025-09-06 18:45:24,2025-09-06 19:11:24,2025-09-06 19:13:24
O382,R82,S16,Salt,"Janakpuri, Delhi",Punjabi Bagh,2025-09-06 18:45:24,2025-09-06 19:14:24,2025-09-06 19:17:24
O383,R32,S5,Juice,"Janakpuri, Delhi",Vikaspuri,2025-09-04 13:45:24,2025-09-04 14:14:24,2025-09-04 14:40:24
O384,R77,S1,Sugar,"Janakpuri, Delhi",Subhash Nagar,2025-09-08 11:45:24,2025-09-08 12:05:24,2025-09-08 12:18:24
O385,R34,S19,Rice,"Janakpuri, Delhi",Kirti Nagar,2025-09-09 13:45:24,2025-09-09 14:32:24,2025-09-09 14:42:24
O386,R59,S3,Atta,"Janakpuri, Delhi",Paschim Vihar,2025-09-05 18:45:24,2025-09-05 19:23:24,2025-09-05 19:28:24
O387,R59,S14,Sugar,"Janakpuri, Delhi",Janakpuri East,2025-09-03 04:45:24,2025-09-03 05:27:24,2025-09-03 05:26:24
O388,R7,S20,Juice,"Janakpuri, Delhi",Patel Nagar,2025-09-06 15:45:24,2025-09-06 16:12:24,2025-09-06 16:08:24
O389,R21,S2,Milk,"Janakpuri, Delhi",Uttam Nagar,2025-09-01 12:45:24,2025-09-01 13:17:24,2025-09-01 13:43:24
O390,R46,S15,Atta,"Janakpuri, Delhi",Patel Nagar,2025-09-04 10:45:24,2025-09-04 11:30:24,2025-09-04 11:25:24
O391,R93,S17,Atta,"Janakpuri, Delhi",Patel Nagar,2025-09-09 04:45:24,2025-09-09 05:27:24,2025-09-09 05:45:24
O392,R1,S3,Sugar,"Janakpuri, Delhi",Paschim Vihar,2025-09-02 19:45:24,2025-09-02 20:12:24,2025-09-02 20:28:24
O393,R90,S13,Rice,"Janakpuri, Delhi",Paschim Vihar,2025-09-06 16:45:24,2025-09-06 17:06:24,2025-09-06 17:11:24
O394,R69,S19,Juice,"Janakpuri, Delhi",Paschim Vihar,2025-09-03 07:45:24,2025-09-03 08:09:24,2025-09-03 08:04:24
O395,R76,S5,Salt,"Janakpuri, Delhi",Najafgarh,2025-09-03 14:45:24,2025-09-03 15:05:24,2025-09-03 15:04:24
O396,R82,S20,Sugar,"Janakpuri, Delhi",Subhash Nagar,2025-09-09 16:45:24,2025-09-09 17:27:24,2025-09-09 17:32:24
O397,R38,S8,Juice,"Janakpuri, Delhi",Najafgarh,2025-09-02 22:45:24,2025-09-02 23:29:24,2025-09-02 23:51:24
O398,R91,S1,Cheese,"Janakpuri, Delhi",Janakpuri West,2025-09-07 10:45:24,2025-09-07 11:24:24,2025-09-07 11:45:24
O399,R40,S12,Butter,"Janakpuri, Delhi",Janakpuri West,2025-09-06 03:45:24,2025-09-06 04:30:24,2025-09-06 04:30:24
O400,R26,S12,Salt,"Janakpuri, Delhi",Punjabi Bagh,2025-09-07 09:45:24,2025-09-07 10:26:24,2025-09-07 10:31:24
O401,R14,S16,Rice,"Janakpuri, Delhi",Subhash Nagar,2025-09-04 12:45:24,2025-09-04 13:24:24,2025-09-04 13:39:24
O402,R57,S17,Eggs,"Janakpuri, Delhi",Patel Nagar,2025-09-04 23:45:24,2025-09-05 00:30:24,2025-09-05 00:49:24
O403,R92,S20,Butter,"Janakpuri, Delhi",Uttam Nagar,2025-09-04 08:45:24,2025-09-04 09:33:24,2025-09-04 09:47:24
O404,R43,S10,Eggs,"Janakpuri, Delhi",Vikaspuri,2025-09-05 19:45:24,2025-09-05 20:33:24,2025-09-05 20:37:24
O405,R18,S14,Milk,"Janakpuri, Delhi",Kirti Nagar,2025-09-02 11:45:24,2025-09-02 12:06:24,2025-09-02 12:31:24
O406,R11,S20,Salt,"Janakpuri, Delhi",Janakpuri East,2025-09-09 17:45:24,2025-09-09 18:08:24,2025-09-09 18:27:24
O407,R1,S13,Juice,"Janakpuri, Delhi",Janakpuri West,2025-09-02 07:45:24,2025-09-02 08:29:24,2025-09-02 08:40:24
O408,R10,S17,Bread,"Janakpuri, Delhi",Paschim Vihar,2025-09-03 10:45:24,2025-09-03 11:12:24,2025-09-03 11:39:24
O409,R39,S17,Milk,"Janakpuri, Delhi",Dwarka,2025-09-05 03:45:24,2025-09-05 04:05:24,2025-09-05 04:04:24
O410,R54,S6,Sugar,"Janakpuri, Delhi",Subhash Nagar,2025-08-30 20:45:24,2025-08-30 21:19:24,2025-08-30 21:34:24
O411,R18,S14,Eggs,"Janakpuri, Delhi",Punjabi Bagh,2025-09-04 04:45:24,2025-09-04 05:34:24,2025-09-04 06:04:24
O412,R83,S6,Milk,"Janakpuri, Delhi",Patel Nagar,2025-09-05 05:45:24,2025-09-05 06:27:24,2025-09-05 06:31:24
O413,R57,S14,Juice,"Janakpuri, Delhi",Rajouri Garden,2025-09-01 19:45:24,2025-09-01 20:21:24,2025-09-01 20:16:24
O414,R78,S18,Rice,"Janakpuri, Delhi",Uttam Nagar,2025-08-30 14:45:24,2025-08-30 15:19:24,2025-08-30 15:15:24
O415,R9,S7,Atta,"Janakpuri, Delhi",Karol Bagh,2025-09-06 20:45:24,2025-09-06 21:16:24,2025-09-06 21:26:24
O416,R27,S2,Eggs,"Janakpuri, Delhi",Hari Nagar,2025-09-03 18:45:24,2025-09-03 19:05:24,2025-09-03 19:32:24
O417,R83,S5,Atta,"Janakpuri, Delhi",Subhash Nagar,2025-09-07 18:45:24,2025-09-07 19:05:24,2025-09-07 19:06:24
O418,R23,S14,Rice,"Janakpuri, Delhi",Karol Bagh,2025-09-03 08:45:24,2025-09-03 09:09:24,2025-09-03 09:35:24
O419,R15,S11,Milk,"Janakpuri, Delhi",Paschim Vihar,2025-08-31 15:45:24,2025-08-31 16:25:24,2025-08-31 16:44:24
O420,R34,S10,Bread,"Janakpuri, Delhi",Kirti Nagar,2025-09-07 04:45:24,2025-09-07 05:12:24,2025-09-07 05:07:24
O421,R89,S17,Milk,"Janakpuri, Delhi",Kirti Nagar,2025-09-05 20:45:24,2025-09-05 21:29:24,2025-09-05 21:54:24
O422,R92,S9,Eggs,"Janakpuri, Delhi",Tilak Nagar,2025-08-30 11:45:24,2025-08-30 12:14:24,2025-08-30 12:19:24
O423,R67,S10,Salt,"Janakpuri, Delhi",Kirti Nagar,2025-09-02 18:45:24,2025-09-02 19:12:24,2025-09-02 19:15:24
O424,R81,S11,Butter,"Janakpuri, Delhi",Subhash Nagar,2025-09-07 08:45:24,2025-09-07 09:33:24,2025-09-07 09:33:24
O425,R44,S15,Eggs,"Janakpuri, Delhi",Kirti Nagar,2025-09-07 00:45:24,2025-09-07 01:08:24,2025-09-07 01:27:24
O426,R76,S11,Cheese,"Janakpuri, Delhi",Janakpuri East,2025-09-01 19:45:24,2025-09-01 20:11:24,2025-09-01 20:12:24
O427,R35,S8,Eggs,"Janakpuri, Delhi",Vikaspuri,2025-09-01 02:45:24,2025-09-01 03:26:24,2025-09-01 03:42:24
O428,R98,S5,Cheese,"Janakpuri, Delhi",Janakpuri East,2025-09-03 17:45:24,2025-09-03 18:33:24,2025-09-03 19:02:24
O429,R45,S11,Eggs,"Janakpuri, Delhi",Patel Nagar,2025-09-09 17:45:24,2025-09-09 18:07:24,2025-09-09 18:03:24
O430,R78,S19,Eggs,"Janakpuri, Delhi",Kirti Nagar,2025-09-04 04:45:24,2025-09-04 05:30:24,2025-09-04 05:44:24
O431,R80,S17,Milk,"Janakpuri, Delhi",Kirti Nagar,2025-09-01 01:45:24,2025-09-01 02:23:24,2025-09-01 02:19:24
O432,R47,S17,Bread,"Janakpuri, Delhi",Subhash Nagar,2025-09-09 00:45:24,2025-09-09 01:17:24,2025-09-09 01:12:24
O433,R72,S16,Cheese,"Janakpuri, Delhi",Dwarka,2025-09-04 05:45:24,2025-09-04 06:21:24,2025-09-04 06:41:24
O434,R2,S11,Cheese,"Janakpuri, Delhi",Karol Bagh,2025-09-02 07:45:24,2025-09-02 08:10:24,2025-09-02 08:30:24
O435,R68,S15,Butter,"Janakpuri, Delhi",Tilak Nagar,2025-09-08 02:45:24,2025-09-08 03:34:24,2025-09-08 03:57:24
O436,R52,S5,Milk,"Janakpuri, Delhi",Hari Nagar,2025-09-02 15:45:24,2025-09-02 16:19:24,2025-09-02 16:43:24
O437,R62,S2,Rice,"Janakpuri, Delhi",Rajouri Garden,2025-09-05 16:45:24,2025-09-05 17:29:24,2025-09-05 17:59:24
O438,R9,S17,Cheese,"Janakpuri, Delhi",Dwarka,2025-09-07 14:45:24,2025-09-07 15:25:24,2025-09-07 15:44:24
O439,R30,S15,Butter,"Janakpuri, Delhi",Moti Nagar,2025-08-30 21:45:24,2025-08-30 22:22:24,2025-08-30 22:20:24
O440,R42,S13,Atta,"Janakpuri, Delhi",Tilak Nagar,2025-09-04 15:45:24,2025-09-04 16:33:24,2025-09-04 16:37:24
O441,R4,S4,Bread,"Janakpuri, Delhi",Moti Nagar,2025-09-10 00:45:24,2025-09-10 01:21:24,2025-09-10 01:45:24
O442,R48,S4,Bread,"Janakpuri, Delhi",Kirti Nagar,2025-08-30 19:45:24,2025-08-30 20:31:24,2025-08-30 20:45:24
O443,R13,S19,Rice,"Janakpuri, Delhi",Karol Bagh,2025-09-02 10:45:24,2025-09-02 11:05:24,2025-09-02 11:02:24
O444,R70,S5,Bread,"Janakpuri, Delhi",Patel Nagar,2025-09-07 00:45:24,2025-09-07 01:30:24,2025-09-07 01:31:24
O445,R52,S16,Rice,"Janakpuri, Delhi",Punjabi Bagh,2025-08-31 19:45:24,2025-08-31 20:07:24,2025-08-31 20:34:24
O446,R66,S7,Cheese,"Janakpuri, Delhi",Vikaspuri,2025-09-10 00:45:24,2025-09-10 01:20:24,2025-09-10 01:19:24
O447,R9,S12,Juice,"Janakpuri, Delhi",Najafgarh,2025-09-09 06:45:24,2025-09-09 07:20:24,2025-09-09 07:15:24
O448,R32,S13,Bread,"Janakpuri, Delhi",Hari Nagar,2025-09-05 00:45:24,2025-09-05 01:15:24,2025-09-05 01:11:24
O449,R18,S15,Bread,"Janakpuri, Delhi",Moti Nagar,2025-09-01 14:45:24,2025-09-01 15:24:24,2025-09-01 15:19:24
O450,R97,S12,Atta,"Janakpuri, Delhi",Patel Nagar,2025-09-04 09:45:24,2025-09-04 10:06:24,2025-09-04 10:24:24
O451,R48,S6,Juice,"Janakpuri, Delhi",Tilak Nagar,2025-09-05 17:45:24,2025-09-05 18:35:24,2025-09-05 19:02:24
O452,R98,S10,Rice,"Janakpuri, Delhi",Paschim Vihar,2025-09-04 08:45:24,2025-09-04 09:25:24,2025-09-04 09:42:24
O453,R32,S15,Salt,"Janakpuri, Delhi",Punjabi Bagh,2025-09-07 01:45:24,2025-09-07 02:14:24,2025-09-07 02:36:24
O454,R98,S14,Atta,"Janakpuri, Delhi",Vikaspuri,2025-09-09 22:45:24,2025-09-09 23:16:24,2025-09-09 23:37:24
O455,R60,S4,Sugar,"Janakpuri, Delhi",Dwarka,2025-09-02 22:45:24,2025-09-02 23:15:24,2025-09-02 23:33:24
O456,R7,S4,Eggs,"Janakpuri, Delhi",Vikaspuri,2025-09-01 02:45:24,2025-09-01 03:23:24,2025-09-01 03:21:24
O457,R40,S16,Salt,"Janakpuri, Delhi",Janakpuri West,2025-09-05 07:45:24,2025-09-05 08:19:24,2025-09-05 08:34:24
O458,R48,S7,Atta,"Janakpuri, Delhi",Vikaspuri,2025-09-04 11:45:24,2025-09-04 12:30:24,2025-09-04 12:29:24
O459,R94,S8,Atta,"Janakpuri, Delhi",Dwarka,2025-09-03 13:45:24,2025-09-03 14:17:24,2025-09-03 14:22:24
O460,R12,S10,Juice,"Janakpuri, Delhi",Dwarka,2025-09-02 05:45:24,2025-09-02 06:06:24,2025-09-02 06:20:24
O461,R37,S14,Juice,"Janakpuri, Delhi",Najafgarh,2025-09-04 15:45:24,2025-09-04 16:20:24,2025-09-04 16:23:24
O462,R33,S1,Milk,"Janakpuri, Delhi",Patel Nagar,2025-09-06 18:45:24,2025-09-06 19:26:24,2025-09-06 19:30:24
O463,R58,S14,Bread,"Janakpuri, Delhi",Uttam Nagar,2025-09-05 19:45:24,2025-09-05 20:28:24,2025-09-05 20:30:24
O464,R24,S12,Juice,"Janakpuri, Delhi",Kirti Nagar,2025-09-07 22:45:24,2025-09-07 23:25:24,2025-09-07 23:45:24
O465,R4,S17,Juice,"Janakpuri, Delhi",Najafgarh,2025-09-01 10:45:24,2025-09-01 11:24:24,2025-09-01 11:20:24
O466,R42,S11,Butter,"Janakpuri, Delhi",Karol Bagh,2025-09-02 11:45:24,2025-09-02 12:06:24,2025-09-02 12:08:24
O467,R32,S4,Rice,"Janakpuri, Delhi",Rajouri Garden,2025-09-04 23:45:24,2025-09-05 00:11:24,2025-09-05 00:32:24
O468,R67,S3,Butter,"Janakpuri, Delhi",Uttam Nagar,2025-09-06 15:45:24,2025-09-06 16:33:24,2025-09-06 16:46:24
O469,R26,S19,Butter,"Janakpuri, Delhi",Kirti Nagar,2025-09-06 18:45:24,2025-09-06 19:20:24,2025-09-06 19:18:24
O470,R64,S5,Butter,"Janakpuri, Delhi",Rajouri Garden,2025-09-08 03:45:24,2025-09-08 04:34:24,2025-09-08 04:55:24
O471,R5,S17,Milk,"Janakpuri, Delhi",Janakpuri West,2025-09-04 01:45:24,2025-09-04 02:35:24,2025-09-04 02:38:24
O472,R5,S9,Salt,"Janakpuri, Delhi",Janakpuri West,2025-09-05 15:45:24,2025-09-05 16:15:24,2025-09-05 16:42:24
O473,R89,S19,Eggs,"Janakpuri, Delhi",Janakpuri West,2025-09-10 06:45:24,2025-09-10 07:24:24,2025-09-10 07:37:24
O474,R73,S11,Sugar,"Janakpuri, Delhi",Vikaspuri,2025-09-01 17:45:24,2025-09-01 18:07:24,2025-09-01 18:06:24
O475,R50,S6,Juice,"Janakpuri, Delhi",Kirti Nagar,2025-09-09 04:45:24,2025-09-09 05:20:24,2025-09-09 05:32:24
O476,R23,S6,Atta,"Janakpuri, Delhi",Patel Nagar,2025-09-01 10:45:24,2025-09-01 11:16:24,2025-09-01 11:13:24
O477,R41,S7,Cheese,"Janakpuri, Delhi",Paschim Vihar,2025-09-06 02:45:24,2025-09-06 03:10:24,2025-09-06 03:06:24
O478,R89,S15,Milk,"Janakpuri, Delhi",Najafgarh,2025-09-02 21:45:24,2025-09-02 22:09:24,2025-09-02 22:09:24
O479,R27,S17,Eggs,"Janakpuri, Delhi",Paschim Vihar,2025-09-07 06:45:24,2025-09-07 07:08:24,2025-09-07 07:09:24
O480,R73,S11,Juice,"Janakpuri, Delhi",Najafgarh,2025-09-06 20:45:24,2025-09-06 21:31:24,2025-09-06 21:36:24
O481,R74,S8,Eggs,"Janakpuri, Delhi",Uttam Nagar,2025-09-04 03:45:24,2025-09-04 04:18:24,2025-09-04 04:20:24
O482,R25,S1,Sugar,"Janakpuri, Delhi",Janakpuri East,2025-08-30 21:45:24,2025-08-30 22:07:24,2025-08-30 22:29:24
O483,R11,S7,Salt,"Janakpuri, Delhi",Subhash Nagar,2025-09-10 00:45:24,2025-09-10 01:25:24,2025-09-10 01:54:24
O484,R29,S17,Eggs,"Janakpuri, Delhi",Hari Nagar,2025-09-07 21:45:24,2025-09-07 22:22:24,2025-09-07 22:18:24
O485,R85,S7,Atta,"Janakpuri, Delhi",Punjabi Bagh,2025-09-08 19:45:24,2025-09-08 20:21:24,2025-09-08 20:34:24
O486,R24,S2,Eggs,"Janakpuri, Delhi",Rajouri Garden,2025-09-02 23:45:24,2025-09-03 00:23:24,2025-09-03 00:53:24
O487,R85,S16,Cheese,"Janakpuri, Delhi",Paschim Vihar,2025-09-10 10:45:24,2025-09-10 11:34:24,2025-09-10 11:57:24
O488,R2,S20,Atta,"Janakpuri, Delhi",Moti Nagar,2025-09-05 21:45:24,2025-09-05 22:20:24,2025-09-05 22:49:24
O489,R43,S1,Milk,"Janakpuri, Delhi",Hari Nagar,2025-09-09 18:45:24,2025-09-09 19:23:24,2025-09-09 19:18:24
O490,R26,S20,Atta,"Janakpuri, Delhi",Moti Nagar,2025-08-30 12:45:24,2025-08-30 13:16:24,2025-08-30 13:19:24
O491,R5,S4,Rice,"Janakpuri, Delhi",Subhash Nagar,2025-09-08 00:45:24,2025-09-08 01:06:24,2025-09-08 01:24:24
O492,R3,S15,Eggs,"Janakpuri, Delhi",Paschim Vihar,2025-09-04 11:45:24,2025-09-04 12:16:24,2025-09-04 12:43:24
O493,R5,S6,Eggs,"Janakpuri, Delhi",Subhash Nagar,2025-09-07 05:45:24,2025-09-07 06:28:24,2025-09-07 06:33:24
O494,R85,S2,Atta,"Janakpuri, Delhi",Kirti Nagar,2025-08-30 16:45:24,2025-08-30 17:34:24,2025-08-30 17:54:24
O495,R58,S9,Eggs,"Janakpuri, Delhi",Dwarka,2025-09-06 20:45:24,2025-09-06 21:18:24,2025-09-06 21:47:24
O496,R100,S13,Rice,"Janakpuri, Delhi",Uttam Nagar,2025-09-07 16:45:24,2025-09-07 17:24:24,2025-09-07 17:41:24
O497,R35,S10,Eggs,"Janakpuri, Delhi",Dwarka,2025-09-08 06:45:24,2025-09-08 07:23:24,2025-09-08 07:27:24
O498,R4,S4,Butter,"Janakpuri, Delhi",Hari Nagar,2025-09-01 20:45:24,2025-09-01 21:17:24,2025-09-01 21:35:24
O499,R4,S9,Butter,"Janakpuri, Delhi",Dwarka,2025-09-06 14:45:24,2025-09-06 15:29:24,2025-09-06 15:26:24
O500,R56,S5,Eggs,"Janakpuri, Delhi",Janakpuri East,2025-09-02 00:45:24,2025-09-02 01:07:24,2025-09-02 01:21:24
